«~¦W,°â»ù(IDR),­ì»ù(IDR),´«ºâ(USD),µû¤À,µû½×¼Æ,¾P°â¶q,®w¦s¶q,½æ®a¦WºÙ,½æ®aºô§},¥X³f¦a,²£«~Ãþ§O,«~µP,²£«~´y­z,²£«~ºô§},0.00709%
Keyboard Usb Genius KB100,,,0.00 ,,,0,0,alvateha,https://id.xiapibuy.com/alvateha,"KAB. KUDUS - BAE, JAWA TENGAH, ID",Keyboard,Genius,"Fitur :
*Customizable Function Key Setting
*Personalize Your Favorit
*Conduct Your Routine Task With a Single Click
*Its Fast (Up effciency by at least 50%)
*Its Smart (Turn Complex things to a single simple step)
*It has MORE kEYS than you see (The 12 Function Keys can be Uniquely Customized for each App)

SmartGenius App is Required for a smart keyboard to function properly
This State-of-the-art Genius Smart Keyboard, toghter with the SnartGenius Application, has elevated the meaning of convenient and ease-of-use to a new high. It bridges you and your most frequently visited web place, favorite internet channels in your country or launching applications with a simple single click. Time is money- the Genius Smart Keyboard saves you from typing of the same many keys and mouse move to arrive those places that you visit often daily",https://id.xiapibuy.com//Keyboard-Usb-Genius-KB100-i.18115820.2906319242,
Genius Slim Numeric Keypad Numpad i110 (CUCU GUDANG SALE),,,0.00 ,,,0,0,adespy,https://id.xiapibuy.com/adespy,"KOTA JAKARTA TIMUR - KRAMAT JATI, DKI JAKARTA, ID",Keyboard,Genius,"CUCI GUDANG SALE !!!
- Barang baru stok lama
- Kondisi fisik barang mulus dan berfungsi normal (sebelum dikirim kami test kembali)
- Karena terlalu lama tersimpan di gudang bercampur barang lain, beberapa packing/kemasan produk ada yang sudah terlihat kusam, kotor, atau penyok/tertekuk namun tidak berpengaruh ke kondisi fisik & fungsi produk.

Numpad (Number Keypad)/keypad/numerical key ini merupakan alat bantu tambahan khusus yang biasa digunakan di laptop/notebook untuk memudahkan pengetikan/input data berupa angka dengan cepat.

Dapat digunakan melalui USB Cable (include) di Laptop/Notebook/Netbook maupun alat lainnya yang memerlukan perangkat pengetikan angka secara khusus dan cepat.

Biasanya digunakan dalam aktifitas input stok, PC/Laptop/Notebook, mesin absensi, perbankan, karaoke, medis, dll.

Numpad i110 adalah produk Genius USB key pad numerik yang sangat ideal untuk digunakan di rumah atau di kantor.
Desain klasik yang ramping memberikan kenyamanan saat mengetik sesuai dengan ukuran tangan Anda.

Tutup tombol yang menyerupai Apple memberikan sentuhan mengetik yang lembut dan nyaman yang menjadikannya sebagai pelengkap sempurna untuk notebook Anda maupun untuk siapa saja yang bekerja pada spreadsheet, akuntansi atau aplikasi keuangan.

Sangat mudah untuk dipasang pada laptop/notebook, cukup tancapkan ke port USB pada laptop/notebook Anda dan Anda siap untuk beraktifitas, tidak ada driver yang diperlukan.

Numpad i110 adalah pasangan yang sempurna jika Anda menggunakan spreadsheet atau aplikasi keuangan.


Slim Numeric Keypad
Interface Port USB
OS Support Windows 7/Vista/XP

Package Contents:
- Numpad i110 with USB Cable
- Multi-language user quick guide (Buku Panduan pemasangan konektor multi bahasa)",https://id.xiapibuy.com//Genius-Slim-Numeric-Keypad-Numpad-i110-(CUCU-GUDANG-SALE)-i.81234822.6215041769,
MOUSE PS2 GENIUS DX-110 ORIGINAL,80,,5.68 ,3.4,5,10,100000,lisdatjoa,https://id.xiapibuy.com/lisdatjoa,"KOTA MEDAN - MEDAN KOTA, SUMATERA UTARA, ID",Mouse & Keyboards,Genius,"with a 1000 dpi optical sensor that has higher accuracy compared to a standard optical mouse. The symmetric designed makes it great for either hand.

UPC: 091163251552
SKU: 31010116106
Brand: Genius USA
MPN: 31010116106
Product Type: Mouse
Color: Black
Movement Detection: Optical
Weight (Approximate): 3 oz
Package Type: Retail
Brand Name: Genius
Pointing Device Connectivity Technology: Cable
Height: 1.5
Width: 2.4
Depth: 4.1
Number of Total Buttons: 3
Pointing Device Host Interface: PS/2
Scroller Type: Scroll Wheel
Ergonomic Fit: Symmetrical",https://id.xiapibuy.com//MOUSE-PS2-GENIUS-DX-110-ORIGINAL-i.17209726.1560902482,
KODE Y678 Mouse Genius USB NetScroll 120 Optical / Genius Netscroll 120 /Optical mouse,75,,5.32 ,,,0,1012,tiaramattrendy,https://id.xiapibuy.com/tiaramattrendy,"KOTA JAKARTA BARAT - TAMBORA, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"Mouse Genius Net Scroll 120 ( Warna hitam )

Spesifikasi:

- Barang Baru 100%
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

    120    essories



NB :
1. Penting untuk memahami untuk pembeli memahami dang mengerti JUDUL dan DESKRIPSI produk terlebih dahulu sebelum klik beli.
2. Bila ada yang kurang di mengerti pembeli bisa hubungi CS kami
3. Untuk kurir di toko kami kahanya memakai JNE saja. 
4. Untuk pengiriman menggunakan jasa kirim selain JNE, semisal ingin memakai gosend, go jek dll. pembeli bisa tanyakan ke CS kami, kami akan siap membatu yang terbaik untuk pengiriman barang pesanan pembeli sesuai keinginan pembeli.
5. Barang sebelum dikirim sudah kami pastikan barang baru,berfungsi sesuai kegunaan dan tidak ada cacat apapun.
6. Apabila ada kerusakan barang akibat pengiriman itu bukan tanggung jawab kami karena bila barang sudah ada di pengiriman kami sudah tidak bisa memantau lagi. tetapi kami akan mengusahakan pengiriman aman sampai di tangan pembeli.
7. Setelah KLIK BELI kami anggap pembeli sudah memahami dan mengerti apa yang sudah kami jelaskan di atas, KLIK BELI = SETUJU, NO COMPLAIN NO RETUR

~~~~~~>>>> Kepuasan pelanggan adalah tujuan utama kami <<<<~~~~~~
   ~~~~~~~>>>>>> Terima Kasih Atas Kunjungan Anda <<<<<<~~~~~",https://id.xiapibuy.com//KODE-Y678-Mouse-Genius-USB-NetScroll-120-Optical-Genius-Netscroll-120-Optical-mouse-i.164422451.7520715753,
Star SellerMouse Genius Mouse Gaming RS Scorpion M6-600 White Orange ,260,,18.44 ,,,0,999,enterkom,https://id.xiapibuy.com/enterkom,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"*Wajib tanyakan stok sebelum order melalui Diskusi/ Chat
*Gambar hanya ilustrasi, versi produk dapat berbeda tergantung kebijakan vendor, namun tidak mengurangi spesifikasi dan fungsi produk
*Spesifikasi lengkap dapat dicek melalui website resmi masing- masing produk
*Request warna, ukuran dll. WAJIB !!! cantumkan pada keterangan saat order. Jika tidak maka unit kami kirim secara random
*Berat tercantum BELUM termasuk Pack kayu dan Asuransi
*Seluruh produk yang di order WAJIB !!! ditambahkan Packing kayu dan Asuransi 
*Tanpa atc Packing kayu & Asuransi maka segala resiko pengiriman ditanggung PEMBELI. Tidak terima komplain barang pecah, retak, hilang dll
*Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan
*Cek kondisi saat terima produk. komplain maks 3x24jam sejak paket diterima. Penting! komplain wajib sertakan video unboxing paket
*Simpan dus dan invoice pembelian untuk garansi
*Jika belum paham silahkan tanya via Chat !""",https://id.xiapibuy.com//Mouse-Genius-Mouse-Gaming-RS-Scorpion-M6-600-White-Orange-i.43570421.6206468233,
Star SellerMouse Genius Mouse Gaming RS Scorpion M6-600 Black Orange ,260,,18.44 ,,,0,999,enterkom,https://id.xiapibuy.com/enterkom,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"*Wajib tanyakan stok sebelum order melalui Diskusi/ Chat
*Gambar hanya ilustrasi, versi produk dapat berbeda tergantung kebijakan vendor, namun tidak mengurangi spesifikasi dan fungsi produk
*Spesifikasi lengkap dapat dicek melalui website resmi masing- masing produk
*Request warna, ukuran dll. WAJIB !!! cantumkan pada keterangan saat order. Jika tidak maka unit kami kirim secara random
*Berat tercantum BELUM termasuk Pack kayu dan Asuransi
*Seluruh produk yang di order WAJIB !!! ditambahkan Packing kayu dan Asuransi 
*Tanpa atc Packing kayu & Asuransi maka segala resiko pengiriman ditanggung PEMBELI. Tidak terima komplain barang pecah, retak, hilang dll
*Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan
*Cek kondisi saat terima produk. komplain maks 3x24jam sejak paket diterima. Penting! komplain wajib sertakan video unboxing paket
*Simpan dus dan invoice pembelian untuk garansi
*Jika belum paham silahkan tanya via Chat !""",https://id.xiapibuy.com//Mouse-Genius-Mouse-Gaming-RS-Scorpion-M6-600-Black-Orange-i.43570421.3406463709,
Star SellerMouse Genius Mouse Gaming RS Scorpion M6-600 Black ,260,,18.44 ,,,0,999,enterkom,https://id.xiapibuy.com/enterkom,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"*Wajib tanyakan stok sebelum order melalui Diskusi/ Chat
*Gambar hanya ilustrasi, versi produk dapat berbeda tergantung kebijakan vendor, namun tidak mengurangi spesifikasi dan fungsi produk
*Spesifikasi lengkap dapat dicek melalui website resmi masing- masing produk
*Request warna, ukuran dll. WAJIB !!! cantumkan pada keterangan saat order. Jika tidak maka unit kami kirim secara random
*Berat tercantum BELUM termasuk Pack kayu dan Asuransi
*Seluruh produk yang di order WAJIB !!! ditambahkan Packing kayu dan Asuransi 
*Tanpa atc Packing kayu & Asuransi maka segala resiko pengiriman ditanggung PEMBELI. Tidak terima komplain barang pecah, retak, hilang dll
*Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan
*Cek kondisi saat terima produk. komplain maks 3x24jam sejak paket diterima. Penting! komplain wajib sertakan video unboxing paket
*Simpan dus dan invoice pembelian untuk garansi
*Jika belum paham silahkan tanya via Chat !""",https://id.xiapibuy.com//Mouse-Genius-Mouse-Gaming-RS-Scorpion-M6-600-Black-i.43570421.3206632149,
Star SellerMouse Genius Mouse Gaming RS Ammox X1-400 ,218,,15.47 ,,,0,999,enterkom,https://id.xiapibuy.com/enterkom,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"*Wajib tanyakan stok sebelum order melalui Diskusi/ Chat
*Gambar hanya ilustrasi, versi produk dapat berbeda tergantung kebijakan vendor, namun tidak mengurangi spesifikasi dan fungsi produk
*Spesifikasi lengkap dapat dicek melalui website resmi masing- masing produk
*Request warna, ukuran dll. WAJIB !!! cantumkan pada keterangan saat order. Jika tidak maka unit kami kirim secara random
*Berat tercantum BELUM termasuk Pack kayu dan Asuransi
*Seluruh produk yang di order WAJIB !!! ditambahkan Packing kayu dan Asuransi 
*Tanpa atc Packing kayu & Asuransi maka segala resiko pengiriman ditanggung PEMBELI. Tidak terima komplain barang pecah, retak, hilang dll
*Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan
*Cek kondisi saat terima produk. komplain maks 3x24jam sejak paket diterima. Penting! komplain wajib sertakan video unboxing paket
*Simpan dus dan invoice pembelian untuk garansi
*Jika belum paham silahkan tanya via Chat !""",https://id.xiapibuy.com//Mouse-Genius-Mouse-Gaming-RS-Ammox-X1-400-i.43570421.3117978997,
Mouse Genius dx 110,49,,3.48 ,,,0,780,jayaaccessories19,https://id.xiapibuy.com/jayaaccessories19,"KOTA SURABAYA - SUKOLILO, JAWA TIMUR, ID",Mouse & Keyboards,Genius,Mouse Genius dx-110 usb original,https://id.xiapibuy.com//Mouse-Genius-dx-110-i.203522192.4132440075,
Star SellerMouse GENIUS DX-125 Original,50,,3.55 ,,,1,499,hendrikringo,https://id.xiapibuy.com/hendrikringo,"KOTA BANDUNG - KIARACONDONG, JAWA BARAT, ID",Mouse & Keyboards,Genius,"Deskripsi Mouse GENIUS DX-125 dx125 Original

DX-125

System requirements

Windows 10/8.1/8/7 or later
Mac OS 10.7.4 or later
USB Port

Specifications

Sensor engine Optical
Cable length 1.5m
Number of buttons 3 (left, right, middle button with scroll)
Colors Black
Weight 85 g
Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
Resolution (DPI) 1000",https://id.xiapibuy.com//Mouse-GENIUS-DX-125-Original-i.59402203.5312721342,
Star SellerMouse USB Genius Netscroll 120 Black,25,,1.77 ,,,0,498,lianzhe,https://id.xiapibuy.com/lianzhe,"KAB. TANGERANG - TELUKNAGA, BANTEN, ID",Mouse & Keyboards,Genius,"Mouse Genius Net Scroll 120 ( Warna hitam )

Spesifikasi:
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan",https://id.xiapibuy.com//Mouse-USB-Genius-Netscroll-120-Black-i.18030938.481854740,
duy-95 GENIUS DX-120 Wired Optical Mouse USB With 1000 DPI (ORIGINAL) Â°??Â¸Â¸.?¢Â°`,96,,6.81 ,,,0,458,rivakshop,https://id.xiapibuy.com/rivakshop,"KOTA JAKARTA BARAT - KALIDERES, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"WELCOME

Tunggu apa lagi,, Barang Kami READY STOCK, bisa langsung di order.. atau silahkan chat CS untuk memastikan warna / ukuran / variasi yang di inginkan.


Barang yang kami jual 100% Original dan Bergaransi


- Color: Black | White| Blue | Red | Green

DX-120
MICE, WIRELESS
A new identity with a smooth touch of metallic design for a visual experience.

- Plug-n-play with USB port
- Works with Windows 10 & Mac

ADDITIONAL INFORMATION
- Number of buttons 3 (left, right, middle button with scroll)
- Cable length 1.5m 
- Weight 85g
- Dimensions: 10.5 x 3.7x 6 cm
- Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
- Warranty One Year

packagecontent:
- DX 120 USB
- Quick guide



anyway untuk cek Barang Yang lain silahkan kunjungi etalase kami ya guys..
Selamat Berbelanja..!!! Cheers.!!! :)

*Pembayaran sebelum jam 5 sore dikirim dihari yg sama,
Setelah jam 5 sore dikirim esok harinya ??
tanggal merah tidak ada pengiriman barang ya kak ??",https://id.xiapibuy.com//duy-95-GENIUS-DX-120-Wired-Optical-Mouse-USB-With-1000-DPI-(ORIGINAL)-Â°??Â¸Â¸.?¢Â?-i.187567708.7119255568,
Barang Real PickGENIUS DX-120 Wired Optical Mouse USB With 1000 DPI (ORIGINAL) Paling Laris,96,,6.81 ,,,0,458,olivayulstore,https://id.xiapibuy.com/olivayulstore,"KOTA JAKARTA SELATAN - PASAR MINGGU, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"Selamat Datang

Tunggu apa lagi,, Barang toko Saya READY STOCK, bisa langsung di order.. atau silahkan chat CS untuk memastikan warna / ukuran / variasi yang di inginkan.


Barang yang kami jual 100% Original dan Bergaransi


- Color: Black | White| Blue | Red | Green

DX-120
MICE, WIRELESS
A new identity with a smooth touch of metallic design for a visual experience.

- Plug-n-play with USB port
- Works with Windows 10 & Mac

ADDITIONAL INFORMATION
- Number of buttons 3 (left, right, middle button with scroll)
- Cable length 1.5m 
- Weight 85g
- Dimensions: 10.5 x 3.7x 6 cm
- Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
- Warranty One Year

packagecontent:
- DX 120 USB
- Quick guide



anyway untuk cek Barang Yang lain silahkan kunjungi etalase kami ya guys..
Selamat Berbelanja..!!! Cheers.!!! :)

*Pembayaran sebelum jam 5 sore dikirim dihari yg sama,
Setelah jam 5 sore dikirim esok harinya ??
tanggal merah tidak ada pengiriman barang ya kak ??",https://id.xiapibuy.com//Barang-Real-PickGENIUS-DX-120-Wired-Optical-Mouse-USB-With-1000-DPI-(ORIGINAL)-Paling-Laris-i.181336892.7219063189,
[V98] GENIUS DX-120 Wired Optical Mouse USB With 1000 DPI (ORIGINAL),150,,10.64 ,,,0,458,maniyuliseller,https://id.xiapibuy.com/maniyuliseller,"KOTA JAKARTA TIMUR - PULO GADUNG, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"Selamat Belanja

Tunggu apa lagi,, Barang Kami READY STOCK, bisa langsung di order.. atau silahkan chat Kami untuk memastikan warna / ukuran / variasi yang di inginkan.


Barang yang kami jual 100% Original dan Bergaransi


- Color: Black | White| Blue | Red | Green

DX-120
MICE, WIRELESS
A new identity with a smooth touch of metallic design for a visual experience.

- Plug-n-play with USB port
- Works with Windows 10 & Mac

ADDITIONAL INFORMATION
- Number of buttons 3 (left, right, middle button with scroll)
- Cable length 1.5m 
- Weight 85g
- Dimensions: 10.5 x 3.7x 6 cm
- Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
- Warranty One Year

packagecontent:
- DX 120 USB
- Quick guide



anyway untuk cek Barang Yang lain silahkan kunjungi etalase kami ya guys..
Terimakasih ...!!! Cheers.!!! :)

*Pembayaran sebelum jam 5 sore dikirim dihari yg sama,
Setelah jam 5 sore dikirim esok harinya ??
tanggal merah tidak ada pengiriman barang ya kak ??",https://id.xiapibuy.com//-V98-GENIUS-DX-120-Wired-Optical-Mouse-USB-With-1000-DPI-(ORIGINAL)-i.164010429.3620266145,
GENIUS DX-120 Wired Optical Mouse USB With 1000 DPI (ORIGINAL),57.059,,4.05 ,5,5,30,458,gadogadoit,https://id.xiapibuy.com/gadogadoit,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"Barang yang kami jual 100% Original dan Bergaransi

Mouse keluaran Genius seri values ini dilengkapi dengan sensor optik standar beresolusi 1000 DPI. Desain yang sangat nyaman di genggaman tangan kanan maupun tangan kiri Anda. Dilengkapi Auto ""NetScroll"" dan Zooming yang memudahkan bernavigasi di web browser dan dokumen-dokumen Office.

- Color: Black | White| Blue | Red | Green
NB : Harap Request Warna Menghubungi kami terdahulu untuk warna yg ready, dan WAJIB menuliskan di keterangan ORDERAN, Jika tidak maka akan kami kirim RANDOM

DX-120
MICE, WIRELESS
A new identity with a smooth touch of metallic design for a visual experience.

- High performance and with precision of up to 1000 DPI
- Plug-n-play with USB port
- Works with Windows 10 & Mac

ADDITIONAL INFORMATION
- Resolution (DPI) 1000
- Number of buttons 3 (left, right, middle button with scroll)
- Cable length 1.5m 
- Weight 85g
- Dimensions: 10.5 x 3.7x 6 cm
- Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
- Warranty One Year

packagecontent:
- DX 120 USB
- Quick guide

RESELLER/DROPSHIPER WELCOME",https://id.xiapibuy.com//GENIUS-DX-120-Wired-Optical-Mouse-USB-With-1000-DPI-(ORIGINAL)-i.1644940.1163295919,
?½M7K GENIUS DX-120 Wired Optical Mouse USB With 1 DPI (ORIGINAL) ????,117,,8.30 ,,,0,458,cumminimall,https://id.xiapibuy.com/cumminimall,"KOTA JAKARTA BARAT - KALIDERES, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"?…â??…â?
 Genius Dx-120 Wired Optical Mouse Usb With 1000 Dpi (Original) 
Mouse keluaran Genius seri values ini dilengkapi dengan sensor optik standar beresolusi 1000 DPI. Desain yang sangat nyaman di genggaman tangan kanan maupun tangan kiri Anda. Dilengkapi Auto ""NetScroll"" dan Zooming yang memudahkan bernavigasi di web browser dan dokumen-dokumen Office.

- Color: Black | White| Blue | Red | Green

DX-120
MICE, WIRELESS
A new identity with a smooth touch of metallic design for a visual experience.

- High performance and with precision of up to 1000 DPI
- Plug-n-play with USB port
- Works with Windows 10 & Mac

ADDITIONAL INFORMATION
- Resolution (DPI) 1000
- Number of buttons 3 (left, right, middle button with scroll)
- Cable length 1.5m 
- Weight 85g
- Dimensions: 10.5 x 3.7x 6 cm
- Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)

packagecontent:
- DX 120 USB
- Quick guide

NB : Mohon untuk konfirmasi pemesanan atau memberikan ulasan apabila barang sudah diterima pembeli. Terima kasih.
",https://id.xiapibuy.com//?½M7K-GENIUS-DX-120-Wired-Optical-Mouse-USB-With-1-DPI-(ORIGINAL)-????i.185051562.6120341170,
KODE 5K33 GENIUS DX-120 Wired Optical Mouse USB With 1000 DPI (ORIGINAL),108,,7.66 ,,,0,458,basomurah,https://id.xiapibuy.com/basomurah,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"Barang yang kami jual 100% Original dan Bergaransi


- Color: Black | White| Blue | Red | Green

DX-120
MICE, WIRELESS
A new identity with a smooth touch of metallic design for a visual experience.

- Plug-n-play with USB port
- Works with Windows 10 & Mac

ADDITIONAL INFORMATION
- Number of buttons 3 (left, right, middle button with scroll)
- Cable length 1.5m 
- Weight 85g
- Dimensions: 10.5 x 3.7x 6 cm
- Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
- Warranty One Year

packagecontent:
- DX 120 USB
- Quick guide




NB :
1. Penting untuk memahami untuk pembeli memahami dang mengerti JUDUL dan DESKRIPSI produk terlebih dahulu sebelum klik beli.
2. Bila ada yang kurang di mengerti pembeli bisa hubungi CS kami
3. Untuk kurir di toko kami kahanya memakai JNE saja. 
4. Untuk pengiriman menggunakan jasa kirim selain JNE, semisal ingin memakai gosend, go jek dll. pembeli bisa tanyakan ke CS kami, kami akan siap membatu yang terbaik untuk pengiriman barang pesanan pembeli sesuai keinginan pembeli.
5. Barang sebelum dikirim sudah kami pastikan barang baru,berfungsi sesuai kegunaan dan tidak ada cacat apapun.
6. Apabila ada kerusakan barang akibat pengiriman itu bukan tanggung jawab kami karena bila barang sudah ada di pengiriman kami sudah tidak bisa memantau lagi. tetapi kami akan mengusahakan pengiriman aman sampai di tangan pembeli.
7. Setelah KLIK BELI kami anggap pembeli sudah memahami dan mengerti apa yang sudah kami jelaskan di atas, KLIK BELI = SETUJU, NO COMPLAIN NO RETUR

~~~~~~>>>> Kepuasan pelanggan adalah tujuan utama kami <<<<~~~~~~
   ~~~~~~~>>>>>> Terima Kasih Atas Kunjungan Anda <<<<<<~~~~~",https://id.xiapibuy.com//KODE-5K33-GENIUS-DX-120-Wired-Optical-Mouse-USB-With-1000-DPI-(ORIGINAL)-i.175578775.5020671986,
