,name,price,Original_price,star,reviews,sold,stock,seller,seller_link,seller_from,category,brand,description,link
212,Star SellerGenius Paketan Keyboard Mouse USB C130,,,,,0,Kuantitastersisa 0 buah,itstoreyes,https://id.xiapibuy.com/itstoreyes,"KOTA YOGYAKARTA - JETIS, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Description Genius SlimStar C130 Black USB Wired Keyboard and Mouse Combo
Interface USB wired
Keyboard keycap Chocolate keycap design
Keyboard Function key Windows Start Screen key
Mouse sensor High Definition Optical
Mouse number of buttons 3 (left, right, middle button with scroll)
Cable length 1.5m (Keyboard) / 1.5m (Mouse)
Colour Black
Weight 560g (Keyboard) / 82g (Mouse)
Dimensions (WxHxD) Keyboard: 439 x 142 x 25 mm
Dimensions (WxHxD) Mouse: 59.5 x 105 x 36.5 mm",https://id.xiapibuy.com//Genius-Paketan-Keyboard-Mouse-USB-C130-i.115088768.1926034496
213,Star SellerGenius Optical Mouse Wireless NX7000,99.500,,,,0,Kuantitastersisa 80 buah,itstoreyes,https://id.xiapibuy.com/itstoreyes,"KOTA YOGYAKARTA - JETIS, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"System requirements

Windows 7, 8, 8.1, 10
Mac OS X 10.8 or later
USB Port
One AA battery
Specifications

RF Frequency	2.4 GHz
Number of buttons	3 (left, right, middle button with scroll)
Resolution (DPI)	1200
Sensor engine	BlueEye
Colors	Calm black, Elegant white, Ocean blue, Passion red, Spring green
Dimensions (W x H x D)	58 x 100 x 39 mm (2.28 x 3.94 x 1.54 inches)
What's included

NX-7000
USB Pico receiver
AA alkaline battery
Multi-language user manual",https://id.xiapibuy.com//Genius-Optical-Mouse-Wireless-NX7000-i.115088768.1923623696
214,MOUSE USB GENIUS DX 110 / DX-110 / MOUSE WIRED USB,50.000,,5.0,2,2,Kuantitastersisa 98 buah,lisdatjoa,https://id.xiapibuy.com/lisdatjoa,"KOTA MEDAN - MEDAN KOTA, SUMATERA UTARA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"MOUSE USB GENIUS DX 110 / DX-110 / MOUSE WIRED USB / GENIUS MOUSE /USB
Spec :
Konnektor : wired.
Resolusi optik : 1000 dpi.
Mendukung Mac : OS X 10.7.4 atau yang lebih baru.
3 tombol mouse : tombol kiri / kanan, tombol tengah dengan scroll.
System requirements : Windows 7, 8, 10 atau yang lebih baru.
Panjang kabel : 1.5 m.
Dimensi body : 105x37x60 mm.
Berat mouse : 86 g.",https://id.xiapibuy.com//MOUSE-USB-GENIUS-DX-110-DX-110-MOUSE-WIRED-USB-i.17209726.1920071777
215,Keyboard + Mouse Wireless Genius USB Slimstar 8000 ME Black,252.000,,,,1,Kuantitastersisa 99 buah,lisdatjoa,https://id.xiapibuy.com/lisdatjoa,"KOTA MEDAN - MEDAN KOTA, SUMATERA UTARA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Slim 2.4GHz Wireless Keyboard Combo SlimStar 8000
SlimStar 8000 is a brand new wireless combo from Genius that brings simplicity, fashion and elegance to your lifestyle. 
The anti-interference function offers reliable 2.4GHz transmission and longer operational distance. 
Control and convenience are at your fingertips with this comfortable full-size keyboard and 1200 dpi optical wireless mouse that provide great working efficiency and performance. 
The ultra-slim keycaps provide comfort when typing. 

Specifications:
- 2.4GHz anti-interference desktop combo
- Ultra-slim keyboard design, innovative keycaps
- For great tactile feedback
- Two hot keys for volume control
- 1200 dpi optical mouse sensor for smooth
- Movement control
",https://id.xiapibuy.com//Keyboard-Mouse-Wireless-Genius-USB-Slimstar-8000-ME-Black-i.17209726.1920043555
216,Star SellerKeyboard Genius USB KB-110X - Mouse DX110,134.500,,,,0,Kuantitastersisa 20 buah,jakarta_selatan_computer,https://id.xiapibuy.com/jakarta_selatan_computer,"KOTA JAKARTA SELATAN - PESANGGRAHAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"100% original, garansi uang kembali jika tidak ori.	
Untuk pembelian quantity ( > 1 unit) , mohon tanyakan kpd kami dulu sebelum transaksi.	


Paket Bundle.

Paket :
-Keyboard : KB-110X USB.
-Mouse : DX-110 USB.

*Spec Keyboard :
Konektor : USB.
Tombol : Standar 105 tombol.
Keycaps: Low Profile, tanpa suara.
Keycaps : Laser Printing.
System requirements : Windows 8/7/Vista/XP.
Dimensi keyboard : 456x162x255 mm.
Dimensi box : 470x185x30 mm.


*Spec Mouse :
Konnektor : USB.
Resolusi optik : 1oke dpi.
Mendukung Mac : OS X 10.7.4 atau yang lebih baru.
Tiga tombol mouse : tombol kiri / kanan, tombol tengah dengan roda gulir.
System requirements : Windows 7, 8, 10 atau yang lebih baru.
Panjang kabel : 1.5 m.
Dimensi body : 105x37x60 mm.",https://id.xiapibuy.com//Keyboard-Genius-USB-KB-110X-Mouse-DX110-i.95966443.1904988882
217,Mouse USB Genius DX-125,60.000,,,,0,Kuantitastersisa 2 buah,alysmedia,https://id.xiapibuy.com/alysmedia,"KOTA BANDUNG - CIBEUNYING KIDUL, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsMouse Pad,,"Genius DX-125 merupakan sebuah unit mouse yang memiliki fitur optical sensor dengan resolusi sebesar 1000dpi membuatnya mudah, nyaman dan lancar saat pengguna menggerakan kursor di layar komputer atau laptop. Mouse optik yang dapat dipakai baik di telapak tangan kanan maupun tangan kiri ini juga dilengkapi dengan koneksi kabel USB 2.0 tanpa menggunakan driver untuk memudahkan penggunaannya di sistem operasi Windows dan Mac OS.",https://id.xiapibuy.com//Mouse-USB-Genius-DX-125-i.124296339.1887492778
218,Keyboard GENIUS Smart Key KB-100 Wired USB With Customizable Function Keys,175.294,,,,0,Kuantitastersisa 30 buah,gadogadoit,https://id.xiapibuy.com/gadogadoit,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Genius KB-100
Keyboard Genius ini kenapa di bilang Smart keyboard karena keyboard ini dilengkapi 1 Tombol Smart Genius (Logo Genius) yang bisa membantu kalian untuk menghemat/mengakses suatu Applikasi, Favorit Internet channel, webiste secara cepat, Dll. Dan asik nya lagi kalian bisa setting sesuka kalian karena dilengkapi dengan 12 function akses yg bisa kalian Custom Sendiri, Karena kami Tahu Waktu adalah uang maka dengan bantuan akses tombol secara cepat ini mebantu menghemat waktu kalian

NB : Wajib Menginstall Applikasi SmartGenius untuk menjalankan Function Smart Genius ntya ya guys :)
 
#aksesoriskomputer_gadogadoit

Fitur :
*Customizable Function Key Setting
*Personalize Your Favorit
*Conduct Your Routine Task With a Single Click
*Its Fast (Up effciency by at least 50%)
*Its Smart (Turn Complex things to a single simple step)
*It has MORE kEYS than you see (The 12 Function Keys can be Uniquely Customized for each App)

SmartGenius App is Required for a smart keyboard to function properly
This State-of-the-art Genius Smart Keyboard, toghter with the SnartGenius Application, has elevated the meaning of convenient and ease-of-use to a new high. It bridges you and your most frequently visited web place, favorite internet channels in your country or launching applications with a simple single click. Time is money- the Genius Smart Keyboard saves you from typing of the same many keys and mouse move to arrive those places that you visit often daily

NB : untuk packingan lebih aman tambahkan packingan bubble wrap Untuk 1 barang harap order bubble wrap 1pcs
Untuk 2 Barang Harap order bubble Wrap 2pcs
Dan seterusnya nya https : https://id.xiapibuy.com/product/1644940/1421563222/

RESELLER/DROPSHIPER WELCOME",https://id.xiapibuy.com//Keyboard-GENIUS-Smart-Key-KB-100-Wired-USB-With-Customizable-Function-Keys-i.1644940.1873003087
219,keyboard genius ps2 06XE,74.000,,5.0,1,1,Kuantitastersisa 10 buah,bitstoresolo,https://id.xiapibuy.com/bitstoresolo,"KOTA SURAKARTA (SOLO) - LAWEYAN, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"keyboard genius ps2 06XE
(READY WARNA PUTIH)

1 bulan garansi",https://id.xiapibuy.com//keyboard-genius-ps2-06XE-i.8287466.1867840780
220,Star SellerMOUSE GENIUS DX125 USB - DISASS JOGJA,53.000,,,,0,Kuantitastersisa 3 buah,disasscompuhouse,https://id.xiapibuy.com/disasscompuhouse,"KOTA YOGYAKARTA - MERGANGSAN, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Selamat Datang di Disass Computer

monggo gan MOUSE GENIUS DX110 nya
kualitas dijamin oke
BEST SELLER 

MOHON PERHATIAN :

✓Barang yang kami kirim sudah kami cek fungsi sebelum dikirim
✓Untuk barang dengan pilihan warna, motif atau jenis mohon hubungi admin terlebih dahulu sebelum CHECKOUT, Jika tidak barang kami kirim warna random
✓untuk yang ingin datang ke toko langsung Kami memiliki OFFLINE STORE yakni DISASS COMPUTER di Jl. Sisingamangaraja no.81 Yogyakarta
✓ CHECKOUT = SETUJU dengan persyaratan kami, Terimakasih

#MOUSE #mousemurah #mousegenius #genius #mouseberkualitas 
#mouselaptop #mousekomputer #aksesoriskomputer #aksesoriskomputerjogja #aksesoriskomputermurah",https://id.xiapibuy.com//MOUSE-GENIUS-DX125-USB-DISASS-JOGJA-i.52874837.1856855350
221,Mouse Genius Net Scroll 120 (Black)-Mouse Genius,25.000,,,,0,Kuantitastersisa 100 buah,wiwitdari,https://id.xiapibuy.com/wiwitdari,"KOTA JAKARTA BARAT - CENGKARENG, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsMouse Pad,,"Mouse Genius Net Scroll 120 ( Warna hitam )

Spesifikasi:
- Garansi 3 Bulan
- Barang Baru 100%
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

Cocok untuk pengusaha warnet yang selalu bermasalah dengan Mouse.",https://id.xiapibuy.com//Mouse-Genius-Net-Scroll-120-(Black)-Mouse-Genius-i.95415590.1807118901
222,Star SellerKeyboard USB Genius KB110X,105.000,,,,0,Kuantitastersisa 4 buah,w_com88,https://id.xiapibuy.com/w_com88,"KOTA PONTIANAK - PONTIANAK KOTA, KALIMANTAN BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Keyboard USB Genius KB110x

#keyboard#genius#kb110x",https://id.xiapibuy.com//Keyboard-USB-Genius-KB110X-i.110806051.1759346509
223,mouse genius wireless nx-7010,98.000,,5.0,2,2,Kuantitastersisa 9 buah,bitstoresolo,https://id.xiapibuy.com/bitstoresolo,"KOTA SURAKARTA (SOLO) - LAWEYAN, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse Wireless GENIUS NX-7010

- Specifikasi :
Konektor : USB.
Frekuensi : 2.4GHz RF.
Sensor : mesin BlueEye.
Resolusi : 800/1200/1600 dpi.
3 tombol : kiri, kanan, tombol tengah dengan scroll.
Battery : AA Alkaline.
System requirements : Windows 7, 8, 10 atau lebih baru.
Dimensi body : 58 x 100 x 39mm.
Berat body : 57 gram

garansi 1 bulan",https://id.xiapibuy.com//mouse-genius-wireless-nx-7010-i.8287466.1697187363
224,Genius Keyboard KB-125 PS2 Original,90.000,,,,0,Kuantitastersisa 49 buah,toredo,https://id.xiapibuy.com/toredo,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Catatan:
Dijamin 100% ORIGINAL, garansi uang kembali jika tidak benar.
Untuk pembelian qty (lebih dari satu unit), mohon tanyakan dulu kpd kami apakah tersedia.

Struktur keycap low-profile memberikan sentuhan yang sangat baik, daya tahan desain keycaps kuat dan keras dan keyboard tahan air mencegah terhadap tumpahan minuman disengaja.

*Spec :
Konektor : USB.
Tombol : Standar 105 tombol.
Keycaps : Model cekung, tanpa suara.
Huruf keycaps : Laser Printing, Anti Luntur.
system requirements : Windows 7/8/8.1/10/Vista/XP.
Dimensi keyboard : 452 x 162 x 23mm.
Berat Keyboard : 540 g.

#Keyboard #KeyboardGenius #Genius",https://id.xiapibuy.com//Genius-Keyboard-KB-125-PS2-Original-i.70846866.1600361017
225,MOUSE USB GENIUS DX-220,90.000,,,,0,Kuantitastersisa 100 buah,masterpiececomputer,https://id.xiapibuy.com/masterpiececomputer,"KOTA CIREBON - LEMAHWUNGKUK, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"DX-220
- Mouse BlueEye yang bergaya
- Mouse BlueEye yang kuat
- 1200 dpi untuk akurasi dan kontrol
- Bekerja pada marmer, kaca debu, sofa, atau karpet
- Cocok untuk kedua tangan

Tombol: Tiga (kiri, kanan, tombol tengah dengan gulir)
Resolusi (dpi): 1200 dpi BlueEye
Dukungan OS: Windows 7 / Vista / XP atau Mac OSX 10.4+
Port: USB
Persyaratan sistem:
- Windows 7 / Vista / XP atau Mac OSX 10.4+
- Tersedia Port USB",https://id.xiapibuy.com//MOUSE-USB-GENIUS-DX-220-i.56541807.1591230207
226,Mouse Genius DX-120 Original,95.000,100.000,,,0,Kuantitastersisa 2 buah,aripinrahman,https://id.xiapibuy.com/aripinrahman,"KAB. BOGOR - CITEUREUP, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Genius DX-120 Mouse (Black)

Spesifikasi :
- interface USB 2.0
- resolusi optik 800 DPI
- kompatibel dengan Support Windows Vista/XP x64/2003/XP/Me/2000/98SE/Seven/7/8/10 windows
- desain praktis dan elegan, simpel, 
- laser optik warna merah

Mouse keluaran Genius seri values ini dilengkapi dengan sensor optik standar beresolusi 800 DPI. Desain yang sangat nyaman di genggaman tangan kanan maupun tangan kiri Anda. Dilengkapi Auto ""NetScroll"" dan Zooming yang memudahkan bernavigasi di web browser dan dokumen-dokumen Office.

Untuk Lebih aman dalam perjalanan/ekspedisi, silahkan tambahkan
https://id.xiapibuy.com/Packing-Kardus-i.22439145.1209959544
https://id.xiapibuy.com/Packing-Buble-Wrap-i.22439145.1209961893
https://id.xiapibuy.com/Packing-Tambahan-Dus-dan-Buble-Wrap-i.22439145.1209964213",https://id.xiapibuy.com//Mouse-Genius-DX-120-Original-i.22439145.1561965100
227,MOUSE GENIUS DX130 USB,43.000,,,,0,Kuantitastersisa 5 buah,vidaview.computer,https://id.xiapibuy.com/vidaview.computer,"KOTA MAKASSAR - PANAKKUKANG, SULAWESI SELATAN, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Specification:
Sensor Engine : Optical
DPI : 1000
Cable Length: 1.5M
3 button mouse
Color: black
Compatible with Mac , windows OS and Android OS.

Penting : Selalu tanyakan ketersediaan barang sebelum transaksi!!! Terima kasih.
",https://id.xiapibuy.com//MOUSE-GENIUS-DX130-USB-i.59421729.1451884333
228,Pen Iphone Genius B200 Original,335.000,,,,0,Kuantitastersisa 5 buah,toredo,https://id.xiapibuy.com/toredo,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsPen Tablet,,"Catatan:
Dijamin 100% ORIGINAL, garansi uang kembali jika tidak benar.
Untuk pembelian qty (lebih dari satu unit), mohon tanyakan dulu kpd kami apakah tersedia.

Touch pen yang sangat halus, stylish, praktis, dan dengan design seperti pen pada umumnya, Ujung pen dapat di masukan ke dalam untuk menjaga ujung pen tetap halus.
Pengisian battery built in hanya selama 15 menit dan dapat digunakan dalam waktu 8 jam.

*Spec :
Compatible : iPhone.
Material : Metal.
Tipe Socket : Micro USB.
Panjang : 140 mm.
Diameter : 11.3 mm.
Berat : 22.4 g.
Waktu Pengisian : 15 menit.
 
Garansi : 1 tahun.

#Pen #PenTablet #StylusPen #PenGenius",https://id.xiapibuy.com//Pen-Iphone-Genius-B200-Original-i.70846866.1372833833
229,Keyboard Gaming Genius K5 Scorpion USB,219.000,,,,0,Kuantitastersisa 2 buah,toredo,https://id.xiapibuy.com/toredo,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Catatan:
Dijamin 100% ORIGINAL, garansi uang kembali jika tidak benar.
Untuk pembelian qty (lebih dari satu unit), mohon tanyakan dulu kpd kami apakah tersedia.

Keyboard Gaming dengan 7 warna LED backlight yang dapat disesuaikan dalam 4 tingkat. 19 kunci anti-ghosting memastikan bahwa beberapa keystrokes mengirimkan perintah yang tepat.

*Spec :
Konektor : USB.
Backlight : 7 warna.
memiliki  12 fungsi keycap.
Lifecycle: 10 juta keystroke.
Windows shortcut key.
Windows lock key.
Key lock key.
System requirements : Windows® 7, 8, 10 atau lebih baru.
Panjang kabel : 1.5 m.
Dimensi body : 460x188.5x28.5 mm.
Dimensi box : 480x512x35 mm.
Berat keyboard : 690g.

Garansi: 1 tahun.

#Keyboard #KeyboardGenius #Genius",https://id.xiapibuy.com//Keyboard-Gaming-Genius-K5-Scorpion-USB-i.70846866.1372587063
230,Keyboard Mouse USB Genius C130 Slimstar  Original,159.200,,,,0,Kuantitastersisa 5 buah,toredo,https://id.xiapibuy.com/toredo,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Catatan:
Dijamin 100% ORIGINAL, garansi uang kembali jika tidak benar.
Untuk pembelian qty (lebih dari satu unit), mohon tanyakan dulu kpd kami apakah tersedia.

Struktur keycap yang tidak bersuara dengan mouse yang nyaman di tangan.

Paket :
- Keyboard : Slimstar 130.
- Mouse : DX-120.

*Spec :
System requirements : Windows 7/8/8.1/10 atau yang terbaru.
Konektor : USB.
Ketebalan keyboard : 25 mm.
Desain Keycaps Keyboard: Chocolate.
Keyboard Fungsi Tombol : Layar Start Windows.
Mouse sensor : Optical.
3 tombol mouse :  kiri, kanan, tombol tengah dengan scroll.
Panjang kabel keyboard : 1.5m. 
Panjang kabel mouse : 1.5m.
Dimensi Keyboard: 439 x 142 x 25 mm.
Dimensi Mouse : 59,5 x 105 x 36,5 mm.
Berat keyboard : 560g.
Berat mouse : 82g.

Garansi : 1 tahun.

#Keyboard #Mouse #KeyboardMouse #KeyboardMouseGenius #Genius",https://id.xiapibuy.com//Keyboard-Mouse-USB-Genius-C130-Slimstar-Original-i.70846866.1372486429
231,USB Mouse Genius DX125 DX-125,,,,,0,Kuantitastersisa 0 buah,ayo.belanja,https://id.xiapibuy.com/ayo.belanja,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"============================================================
Perhatian.....

Jadwal Toko :
Senin - Jum'at (10.00 - 17.00)
Sabtu, Minggu, & Hari Libur ( Chatting Slow Response )

Pemesanan :
Senin - Jum'at dibawah pukul 15.00 dikirim hari yang sama
Sabtu - Minggu, & Libur, dikirim hari Senin / sehabis liburan
============================================================

System requirements
    Windows 7, 8, 8.1, 10
    Mac OS 10.7.4 or later
    USB Port 

Specifications
    Sensor engine : Optical
    Cable length : 1.5m
    Number of buttons : 3 (left, right, middle button with scroll)
    Colors : Black, White
    Weight : 85 g
    Resolution (DPI) : 1000
    Dimensions (W x H x D) : 105 x 37 x 60 mm

#mouse #mousegenius #usbmouse #usbmousegenius",https://id.xiapibuy.com//USB-Mouse-Genius-DX125-DX-125-i.26009573.1368550681
232,Wireless Mouse Genius NX7015 NX-7015,114.000,,,,1,Kuantitastersisa 30 buah,ayo.belanja,https://id.xiapibuy.com/ayo.belanja,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"============================================================
Perhatian.....

Jadwal Toko :
Senin - Jum'at (10.00 - 17.00)
Sabtu, Minggu, & Hari Libur ( Chatting Slow Response )

Pemesanan :
Senin - Jum'at dibawah pukul 15.00 dikirim hari yang sama
Sabtu - Minggu, & Libur, dikirim hari Senin / sehabis liburan
============================================================

The Genius NX-7015 a better touching and comfort. With the new rubber metallic scroll wheel, it can create more convenience for people to surf web and daily use.

. Stylish slim hairline design with soft touch materials
. Single Pico Receiver to unify Multiple Genius device support which start   
  with NX 7000 series
. Soft Rubber Metallic Scroll Wheel zoom in/ out
. High Performance and with precision of up to 1600 DPI by Smart Genius 
  App adjustment
. Work with Window 10& Mac , also Window 7 , 8

#mouse #wirelessmouse #geniusmouse #geniuswirelessmouse #mousewireless #mousegenius #mousegeniuswireless",https://id.xiapibuy.com//Wireless-Mouse-Genius-NX7015-NX-7015-i.26009573.1360344690
233,Star SellerGenius Mouse Micro Traveler,100.000,,,,0,Kuantitastersisa 4 buah,emalljakarta,https://id.xiapibuy.com/emalljakarta,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Color : Black, Silver, Ruby, and White
NB : Harap Request Warna Menghubungi kami terdahulu untuk warna yg ready, dan WAJIB menuliskan di keterangan ORDERAN, Jika tidak maka akan kami kirim RANDOM

Specification Mouse :
* Wired office mouse
* USB Plug
* Resolution(dpi) : 1000 dpi
* Connection Port : USB Port
* Windows 7, 8, 8.1, 10 or later / Mac OS X 10.7.4 or later USB port 
* Sensor Engine : Optical
* Cable length : 0.86m
* Key Pressure : about 80g
* Key Lifespan : Three Million Times
* Weight : 85g
* Dimensions (W x H x D) : 39 x 74 x 28 mm
* Buttons : Three buttons (left, middle button with scroll wheel, right)
* Both Handed : YES
* Cordless : No",https://id.xiapibuy.com//Genius-Mouse-Micro-Traveler-i.12031235.1322015763
234,Star SellerGenius Mouse Wireless NX-7000,95.000,,,,0,Kuantitastersisa 10 buah,emalljakarta,https://id.xiapibuy.com/emalljakarta,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"#BARANG KAMI SELALU READY STOCK SILAHKAN LANGSUNG KLIK BELI #
Speksifikasi :
* Warna : Putih,Hitam,Merah,Hijau,Biru
* Material ABS material
* Reliable 2.4G wireless connection up to 10 meters.
* 9 Months Battery Life(With Rapoo's latest energy saving technology and power switch, you can use your mouse without power interruption for up to 9 months.)
* Connection Type USB 2.0
* 10 meter wireless transmission
* Tracking Method Optical
* Resolution 1000 dpi DPI high-definition invisible tracking engine.
* Supports System Windows XP / Vista / Windows 7 / Windows 8 / Mac OS X 10.4 or higher

NB : Untuk Request Warna harap Menghubungi kami, karena warna tertentu kosong,

Yang anda dapat dari pembelian ini :
1 x Wireless mouse
1 x Nano receiver
1 x AA battery",https://id.xiapibuy.com//Genius-Mouse-Wireless-NX-7000-i.12031235.1321484452
235,Star SellerGenius Mouse USB DX 120,55.000,,,,0,Kuantitastersisa 1 buah,emalljakarta,https://id.xiapibuy.com/emalljakarta,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse keluaran Genius seri values ini dilengkapi dengan sensor optik standar beresolusi 1000 DPI. Desain yang sangat nyaman di genggaman tangan kanan maupun tangan kiri Anda. Dilengkapi Auto ""NetScroll"" dan Zooming yang memudahkan bernavigasi di web browser dan dokumen-dokumen Office.

- Color: Black | White| Blue | Red | Green
NB : Harap Request Warna Menghubungi kami terdahulu untuk warna yg ready, dan WAJIB menuliskan di keterangan ORDERAN, Jika tidak maka akan kami kirim RANDOM

DX-120
MICE, WIRELESS
A new identity with a smooth touch of metallic design for a visual experience.

- High performance and with precision of up to 1000 DPI
- Plug-n-play with USB port
- Works with Windows 10 & Mac

ADDITIONAL INFORMATION
- Resolution (DPI) 1000
- Number of buttons 3 (left, right, middle button with scroll)
- Cable length 1.5m 
- Weight 85g
- Dimensions: 10.5 x 3.7x 6 cm
- Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
- Warranty One Year

packagecontent:
- DX 120 USB
- Quick guide",https://id.xiapibuy.com//Genius-Mouse-USB-DX-120-i.12031235.1321404440
236,Star SellerGenius Mouse USB DX 125,45.000,,,,0,Kuantitastersisa 10 buah,emalljakarta,https://id.xiapibuy.com/emalljakarta,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Specification Mouse :
* High Definition : 1000dpi
* Connection Port : USB Port
* Color : Black
* OS : Windows 7, 8, 8.1, 10 Mac OS 10.7.4 or later
* Sensor Engine : Optical
* Cable length : 1.5m
* Key Pressure : about 80g
* Key Lifespan : Three Million Times
* Weight : 85g
* Dimensions (W x H x D) : 105 x 37 x 60 mm",https://id.xiapibuy.com//Genius-Mouse-USB-DX-125-i.12031235.1321251198
237,Star SellerGenius KB 128 USB Keyboard - mouse USB DX 125,167.700,,,,0,Kuantitastersisa 3 buah,emalljakarta,https://id.xiapibuy.com/emalljakarta,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"- Design yang elegan
- Smart Genius Application ( bisa untuk program keystrokes untuk aplikasi dan task yang umum seperti mute, amplify suara, atau launch web browser dengan shortcut)
- Keys bisa disilent dengan CZ / SK description. 
- fluid-proof / Waterproof

Spesifikasi:
- USB connection
- Cable length 1.5 m
- Dimensions 460 x 172 x 27 mm
- Weight 564 g
- Garansi 1 Tahun
- Support: Windows, Mac, Vista

GENIUS DX125 Plug and Play USB Optical Mouse

SPESIFIKASI :
- Buttons : Three buttons (left, middle button with scroll wheel, right)
- Port : USB cable
- OS Support : Windows 7/Vista/XP or Mac OS X 10.4+/Windows 10
- Cordless : No
- Resolution(dpi) : 1200 dpi
- Optical Sensor : YES
- Both Handed : YES",https://id.xiapibuy.com//Genius-KB-128-USB-Keyboard-mouse-USB-DX-125-i.12031235.1321209015
238,Star SellerGenius Paket KB 125 USB With Mouse Dx 125 Usb,174.200,,,,0,Kuantitastersisa 3 buah,emalljakarta,https://id.xiapibuy.com/emalljakarta,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"#BARANG KAMI SELALU READY SILAKAN LANGSUNG KLIK BELI #

GENIUS KB-125 Keyboard USB & GENIUS DX-125 Optical Mouse USB
Tuts keyboard nya sangat lembut dan untuk Keyboard nya sendiri Sangat Cocok untuk di pakai bekerja lama di depan Komputer, Keyboard ini adalah keyboard dengan desain khusus tahan (kedap) terhadap tumpahan air diatasnya baik disengaja maupun tidak. Keyboard hitam ini memiliki struktur bentuk rendah yang memberikan kenyamananan sangat baik saat digunakan untuk mengetik

Feature :
* Plug and Play
* USB 2.0
* 1000DPI
* Ergonomics

Specification Keyboard :
* Connection Port : USB Port
* Language : Multi-Language Version
* Color : Black
* Dimensions (W x H x D) 452 x 162 x 23mm (17.8 x 6.38 x 0.91 inches)
* Keycap style : Concave
* Weight : 540g
* OS : Win98/NT/ME/2000/XP/Vista/Win7/Win8/8.1/Win10
* Operation Current : 50MA (Maximum)
* Working Voltage : 5V-0.5V
* Key Pressure : about 60g
* Key Lifespan : Five Million Times

Specification Mouse :
* High Definition : 1000dpi
* Connection Port : USB Port
* Color : Black
* OS : Windows 7, 8, 8.1, 10 Mac OS 10.7.4 or later
* Sensor Engine : Optical
* Cable length : 1.5m
* Key Pressure : about 80g
* Key Lifespan : Three Million Times
* Weight : 85g
* Dimensions (W x H x D) : 105 x 37 x 60 mm ",https://id.xiapibuy.com//Genius-Paket-KB-125-USB-With-Mouse-Dx-125-Usb-i.12031235.1321183020
